spl_high,site
88.47000475,C8
89.68276228,C8
89.19728778,C8
90.37459593,C8
90.61418186,C8
88.5602086,C8
89.45566616,C8
89.72651453,C8
90.66359802,C8
92.12804834,C8
89.64479463,C8
88.38883143,C8
90.80466217,C8
85.03250232,C8
86.31305734,C8
87.4974203,C8
86.46124031,C8
87.56745121,C8
90.04842152,C8
88.73934759,C8
89.13923504,C8
88.77700059,C8
88.50038503,C8
89.93692657,C8
91.21093257,C8
86.90952745,C8
89.32555062,C8
90.58169218,C8
89.59404537,C8
86.15327972,C8
87.22260732,C8
87.43646471,C8
87.64869748,C8
85.88723337,C8
88.09098331,C8
88.0917648,C8
88.78594267,C8
88.3810332,C8
88.68563588,C8
89.27985464,C8
88.56411449,C8
90.10591096,C8
91.7319748,C8
90.44482834,C8
88.3434786,C8
87.70338697,C8
87.82380321,C8
89.08597046,C8
90.45673812,C8
86.82192492,C8
89.54650096,C8
90.29204927,C8
90.803361,C8
86.93790275,C8
92.22135361,C8
88.9800519,C8
90.93544449,C8
88.88262935,C8
89.79922568,C8
88.28946275,C8
89.06574265,C8
89.62316083,C8
89.65121069,C8
90.68890284,C8
86.07785912,C8
94.30846137,S6
95.21681257,S6
95.44071422,S6
98.12755268,S6
102.0171075,S6
104.1511031,S6
104.217318,S6
104.9790169,S6
105.2790502,S6
105.1256204,S6
104.0242283,S6
104.2355255,S6
105.2962179,S6
104.414032,S6
105.2788145,S6
104.5330442,S6
103.9869459,S6
101.3431193,S6
102.2435713,S6
104.316048,S6
106.4171007,S6
103.4969126,S6
104.6451284,S6
103.8930691,S6
103.7422011,S6
105.1403393,S6
105.1282682,S6
103.3344264,S6
103.7258137,S6
103.7254928,S6
103.0514815,S6
104.6821926,S6
103.083739,S6
103.8464185,S6
104.0460518,S6
103.4758457,S6
104.4037132,S6
104.0818724,S6
104.322803,S6
104.3702423,S6
102.6111245,S6
104.8127993,S6
103.5998164,S6
103.2891567,S6
104.4408443,S6
103.9319453,S6
105.0599291,S6
103.9339098,S6
104.5507581,S6
104.4738191,S6
104.1139891,S6
104.0286538,S6
103.3962374,S6
104.1682444,S6
103.8989726,S6
103.5511996,S6
103.1597773,S6
104.3798839,S6
103.8398404,S6
104.5196518,S6
104.562369,S6
104.6515934,S6
103.9222059,S6
103.3704874,S6
104.3887518,S6
103.9246813,S6
103.2779328,S6
103.3741278,S6
103.3473266,S6
102.9860888,S6
104.2215609,S6
103.2137385,S6
103.5883834,S6
102.8832066,S6
103.2565901,S6
103.6698969,S6
103.4893448,S6
104.0733784,S6
104.2789614,S6
104.0751189,S6
104.601366,S6
103.426575,S6
103.8995367,S6
101.9492946,S6
101.8006145,S6
103.635802,S6
102.6158791,S6
103.2866074,S6
103.6520729,S6
103.7714065,S6
104.3255811,S6
104.0745555,S6
103.5397056,S6
103.8992878,S6
104.7681866,S6
103.3195535,S6
103.6869756,S6
103.9459269,S6
103.6917498,S6
103.4667002,S6
103.1913584,S6
103.9011134,S6
103.0977517,S6
102.5827634,S6
103.2659462,S6
102.717286,S6
103.0270275,S6
103.5911573,S6
104.7460464,S6
105.6085985,S6
105.5038092,S6
102.5999862,S6
104.5573395,S6
105.1581077,S6
103.0026799,S6
103.3011413,S6
103.5399006,S6
103.2333952,S6
104.0344703,S6
102.1287743,S6
101.2969485,S6
102.2847513,S6
104.9744678,S6
104.2459827,S6
103.70992,S6
104.7947746,S6
102.8702227,S6
103.0951919,S6
103.3433168,S6
103.4173455,S6
103.2555436,S6
103.1363305,S6
103.2884853,S6
102.4510683,S6
102.879082,S6
103.3239664,S6
86.50976682,S9
87.13713983,S9
89.53410728,S9
91.69851082,S9
92.00068538,S9
98.68799698,S9
96.80874527,S9
96.14065638,S9
96.97540692,S9
96.02382506,S9
96.51331451,S9
98.63487934,S9
97.49496166,S9
96.72714599,S9
96.39014869,S9
97.11250486,S9
97.6217098,S9
94.79249273,S9
96.56429734,S9
98.4916442,S9
99.13164482,S9
101.3393889,S9
98.97861101,S9
99.72062318,S9
98.79482639,S9
97.72196803,S9
99.60748691,S9
99.35507051,S9
99.65595924,S9
99.75216453,S9
98.82541168,S9
99.51525173,S9
98.95306851,S9
98.17567425,S9
98.60110245,S9
99.44331647,S9
99.10520637,S9
98.38168941,S9
98.48689085,S9
97.76367664,S9
100.3649113,S9
101.4176878,S9
100.1420734,S9
99.72971627,S9
98.57682761,S9
101.2824456,S9
98.89847125,S9
99.04635912,S9
98.56105914,S9
99.25848195,S9
98.67338338,S9
97.1266868,S9
98.84872441,S9
98.03871602,S9
97.70745129,S9
99.32658731,S9
98.71625793,S9
98.33360842,S9
98.66302256,S9
99.05404115,S9
98.23269832,S9
101.1190416,S9
98.54340005,S9
98.1912689,S9
98.93895803,S9
98.78976918,S9
99.81443617,S9
98.36502769,S9
99.80114043,S9
98.45010831,S9
98.67985597,S9
99.03699225,S9
98.51685427,S9
97.92808579,S9
98.81356712,S9
98.05027084,S9
98.78364143,S9
98.44046563,S9
98.0837073,S9
98.45978949,S9
99.46106445,S9
99.13461958,S9
99.80589876,S9
98.76978352,S9
97.6526702,S9
98.24656345,S9
99.26873915,S9
98.87413051,S9
98.56141887,S9
100.1531558,S9
99.31788971,S9
98.99022462,S9
97.49716598,S9
99.40490484,S9
100.2683195,S9
99.08659514,S9
98.03630786,S9
98.99682118,S9
98.29969976,S9
98.89375892,S9
99.02275894,S9
98.28793726,S9
98.85867528,S9
99.75434989,S9
97.29926602,S9
98.9783436,S9
97.93868709,S9
98.83930343,S9
98.2529144,S9
98.84320865,S9
99.27525675,S9
98.60432716,S9
99.17835276,S9
99.58924439,S9
99.41216935,S9
99.23734748,S9
99.03095735,S9
99.92233158,S9
96.8421888,S9
98.05680486,S9
96.61457587,S9
96.00524785,S9
96.95261714,S9
97.80370187,S9
98.99621342,S9
97.35366232,S9
99.00359544,S9
97.89114806,S9
98.36422072,S9
100.6252829,S9
97.99157947,S9
98.00645927,S9
98.44479786,S9
98.77735464,S9
100.3044127,S9
97.83928202,S9
87.46080692,M7
88.90953751,M7
87.53278677,M7
88.53568017,M7
91.42488444,M7
92.46136799,M7
94.27812477,M7
94.97689166,M7
94.87134619,M7
94.88942002,M7
94.14524572,M7
94.55465233,M7
94.48236542,M7
94.8247576,M7
94.8386817,M7
94.49807112,M7
94.59782943,M7
89.05752839,M7
93.18007489,M7
93.52252708,M7
92.95187095,M7
93.37681013,M7
94.64130666,M7
94.9464829,M7
95.74341497,M7
95.14532142,M7
96.44575411,M7
95.46269197,M7
95.6644161,M7
98.21599372,M7
96.03715372,M7
97.14283699,M7
95.38392879,M7
96.15490532,M7
94.35483856,M7
93.67442741,M7
93.93241383,M7
94.91053458,M7
94.94788027,M7
94.12278617,M7
95.18237429,M7
94.3867582,M7
95.56591047,M7
94.48402881,M7
95.07643526,M7
94.93877519,M7
95.90471419,M7
96.40856686,M7
96.15874878,M7
95.72758487,M7
95.3209636,M7
95.26175898,M7
91.88709262,M7
94.00449235,M7
93.0591505,M7
94.23899463,M7
95.9252423,M7
96.1256204,M7
95.45819828,M7
95.56672479,M7
95.29202153,M7
94.81509762,M7
96.3940664,M7
96.22113257,M7
95.86411539,M7
95.96872439,M7
95.86534071,M7
94.65868947,M7
90.60197384,M7
94.01682478,M7
94.39906029,M7
93.90385664,M7
94.81581479,M7
93.34432654,M7
94.18974973,M7
94.84839169,M7
94.19976686,M7
94.78155265,M7
94.9906763,M7
95.44371202,M7
95.26768377,M7
95.66707371,M7
95.16294492,M7
94.32078268,M7
93.63548406,M7
92.69540608,M7
96.72246203,M7
94.66402325,M7
92.89594629,M7
92.80466365,M7
93.97032951,M7
93.12335818,M7
94.08308579,M7
94.39228306,M7
94.74374329,M7
95.50178679,M7
94.79107031,M7
95.37171417,M7
96.13858673,M7
94.84780212,M7
95.35412824,M7
93.8192995,M7
91.33834874,M7
92.82246241,M7
93.83990415,M7
93.03242885,M7
92.42070358,M7
93.59691314,M7
95.58492837,M7
94.37998804,M7
95.01071365,M7
95.28891379,M7
95.30135243,M7
95.12698955,M7
96.28636412,M7
95.85462635,M7
96.01245875,M7
94.87999697,M7
94.80412859,M7
94.02084004,M7
94.77234582,M7
95.5343565,M7
94.46730001,M7
94.08063911,M7
94.28723985,M7
94.45567138,M7
94.72606421,M7
96.85335214,M7
96.02387653,M7
95.63750566,M7
95.75030269,M7
96.44544568,M7
95.6269152,M7
95.77645799,M7
94.92025405,M7
95.01004271,M7
111.8367131,C4
112.1479951,C4
111.9990055,C4
111.4347006,C4
110.4545369,C4
110.8438096,C4
111.0664845,C4
111.3550929,C4
110.7583748,C4
111.6168081,C4
110.7728712,C4
112.2414321,C4
111.3721525,C4
111.6272246,C4
110.8144318,C4
111.7562056,C4
112.6804133,C4
112.1991194,C4
111.457902,C4
112.0175438,C4
112.7715718,C4
111.80879,C4
111.4124672,C4
111.3192354,C4
111.6435497,C4
111.7692038,C4
111.666284,C4
111.0646555,C4
111.1149336,C4
112.679084,C4
111.7150621,C4
112.2463241,C4
111.6430899,C4
111.8212748,C4
111.5876052,C4
110.8220396,C4
110.9946694,C4
111.33388,C4
111.624127,C4
112.1388241,C4
110.5652642,C4
111.8874315,C4
111.64927,C4
111.9941115,C4
111.8148256,C4
111.1116837,C4
112.3567608,C4
112.0497481,C4
111.0984444,C4
111.1472471,C4
111.6340911,C4
112.2291725,C4
112.3653173,C4
111.6276101,C4
112.0916289,C4
111.3284872,C4
112.5566893,C4
111.4075864,C4
112.2907827,C4
111.3835415,C4
112.125458,C4
111.5284615,C4
112.2318791,C4
112.168173,C4
112.1164535,C4
111.7005538,C4
112.4368853,C4
112.02816,C4
110.9164369,C4
111.6971842,C4
110.9066806,C4
111.0572249,C4
112.4167988,C4
111.1979283,C4
111.246711,C4
111.710645,C4
111.2052636,C4
111.5525185,C4
112.2462497,C4
111.7666357,C4
111.6649085,C4
111.6478146,C4
112.2426197,C4
111.2111455,C4
111.5018487,C4
112.9543534,C5
113.4969041,C5
112.6881908,C5
111.3331898,C5
113.4866538,C5
113.8271552,C5
113.6211526,C5
112.2881118,C5
113.026221,C5
112.115776,C5
110.2992658,C5
111.7407252,C5
112.2928638,C5
112.7032811,C5
110.7689997,C5
111.8783067,C5
112.1924517,C5
114.1354842,C5
113.8825984,C5
112.770537,C5
113.0314436,C5
111.9978503,C5
113.3943357,C5
113.28347,C5
114.0939105,C5
111.793278,C5
112.423735,C5
111.7925027,C5
112.7239516,C5
113.0153782,C5
111.3498415,C5
112.6968365,C5
112.8569302,C5
113.139088,C5
112.7947518,C5
113.4384062,C5
112.3352176,C5
112.6754966,C5
111.5908623,C5
113.4695945,C5
113.5391123,C5
112.0166992,C5
112.7270138,C5
111.000996,C5
112.2647821,C5
112.904102,C5
112.7597954,C5
112.3204607,C5
111.6568472,C5
111.7789886,C5
112.3328491,C5
112.7913546,C5
111.1704729,C5
112.9799915,C5
113.1714105,C5
111.5850704,C5
112.4582591,C5
112.8400438,C5
113.3887796,C5
112.7702288,C5
112.9868673,C5
114.7381584,C5
112.1084802,C5
113.0676178,C5
111.5417076,C5
113.0936265,C5
114.0529628,C5
112.3800787,C5
112.491301,C5
113.5670612,C5
113.9661581,C5
112.8451009,C5
113.2956965,C5
112.3309769,C5
113.1423711,C5
112.6511884,C5
112.8858549,C5
112.5805306,C5
111.6976609,C5
112.5651202,C5
111.0579841,C5
112.5132101,C5
112.1603823,C5
113.8577576,C5
113.3358251,C5
106.3084039,S14
107.8067598,S14
105.9647313,S14
106.2987862,S14
105.9148832,S14
104.5618653,S14
105.9434523,S14
104.8556032,S14
104.7559412,S14
104.4631516,S14
104.1157507,S14
104.6786337,S14
105.2577039,S14
104.8386069,S14
104.2613265,S14
103.3335875,S14
104.7277174,S14
104.3423522,S14
104.2787767,S14
104.8202719,S14
104.2490213,S14
105.0966831,S14
103.2969018,S14
103.8267098,S14
104.2999466,S14
104.7783259,S14
103.584868,S14
103.0956432,S14
104.3453645,S14
104.6350856,S14
103.9089116,S14
104.6363768,S14
103.6107727,S14
104.396413,S14
103.5435271,S14
103.8642208,S14
103.4952847,S14
103.1760073,S14
103.376418,S14
103.571492,S14
103.3939645,S14
105.4480679,S14
105.3757281,S14
104.3271862,S14
104.0609318,S14
104.4484183,S14
103.0838366,S14
104.0034426,S14
105.4019493,S14
102.6609242,S14
105.0152659,S14
104.9773556,S14
106.0837563,S14
104.0785363,S14
102.8092464,S14
105.1135549,S14
104.9732845,S14
104.8236835,S14
105.8636153,S14
105.0526875,S14
104.2334015,S14
105.3141068,S14
105.5942276,S14
105.5987892,S14
104.0421208,S14
105.6307122,S14
103.1712855,S14
103.1112227,S14
103.6540079,S14
101.760614,S14
104.0054246,S14
103.5781993,S14
103.9092447,S14
104.035902,S14
104.8372566,S14
105.8560305,S14
104.664043,S14
104.4532637,S14
104.6508186,S14
104.4210889,S14
104.2191974,S14
103.4452651,S14
105.0460728,S14
103.4847632,S14
103.6428831,S14
103.3939947,S14
102.5191221,S14
102.5302573,S14
102.2786585,S14
102.661949,S14
103.3009808,S14
102.3809836,S14
105.3250608,S14
103.6574532,S14
103.2154488,S14
103.1762713,S14
104.4268574,S14
104.633531,S14
103.0447637,S14
103.7307236,S14
104.4005509,S14
105.238678,S14
102.0677739,S14
102.5963869,S14
103.3563291,S14
103.2803549,S14
102.1620658,S14
102.996223,S14
103.3684109,S14
103.7462141,S14
102.9518592,S14
103.6930143,S14
105.1500128,S14
105.2386841,S14
104.1774204,S14
105.5951387,S14
104.7765546,S14
104.2740639,S14
101.7616351,S14
101.4781022,S14
101.1204368,S14
102.0917519,S14
103.8880585,S14
102.6194618,S14
102.9051956,S14
102.6427896,S14
103.2350544,S14
102.7920607,S14
102.8085502,S14
104.8826885,S14
104.7203341,S14
99.94053742,S14
98.19245668,S14
95.70332379,S14
97.1400528,S14
97.04023117,S14
103.3217928,S14
102.3324479,S14
102.7391609,S14
102.0439613,S14
102.5034579,S14
103.0212307,S14
103.5296294,S14
103.5301327,S14
103.6582134,S14
100.3999638,S14
97.77898005,S14
96.59108673,S14
96.51501287,S14
96.42586992,S14
98.6686737,S14
97.09326304,S14
97.74732919,S14
107.3173836,S15
106.0630178,S15
106.5726672,S15
106.3466727,S15
106.018111,S15
106.593599,S15
106.316682,S15
106.5604819,S15
105.3437678,S15
105.8096712,S15
104.3856539,S15
105.5579329,S15
104.1587842,S15
104.7717355,S15
105.2891788,S15
106.0093786,S15
105.5935599,S15
106.0341702,S15
105.9838671,S15
105.2206542,S15
105.4505958,S15
105.8730321,S15
105.8843683,S15
106.368634,S15
105.5082733,S15
104.944558,S15
105.0443091,S15
105.5320927,S15
106.3374261,S15
105.2684752,S15
105.9349218,S15
106.7220977,S15
106.0947464,S15
108.0532607,S15
106.3970675,S15
106.2048027,S15
106.3487759,S15
105.6660383,S15
105.2726592,S15
105.4762822,S15
107.473616,S15
106.9959625,S15
104.9533499,S15
106.0839616,S15
106.5149203,S15
105.8172534,S15
105.7958876,S15
105.9218562,S15
105.8649134,S15
105.2251229,S15
106.0378493,S15
105.3064887,S15
107.3208018,S15
107.1870594,S15
105.1803356,S15
105.2320342,S15
105.1802242,S15
105.5191785,S15
105.2495787,S15
106.5968366,S15
105.1064689,S15
106.4141174,S15
106.1253538,S15
105.6809956,S15
106.216725,S15
105.2573958,S15
107.1968157,S15
106.6086373,S15
105.6867707,S15
105.8636069,S15
106.5172008,S15
105.9075399,S15
106.525885,S15
107.4172337,S15
106.542521,S15
106.668773,S15
105.831008,S15
106.8965704,S15
106.4731366,S15
108.0641339,S15
106.3328716,S15
106.6040525,S15
104.8140841,S15
107.0483469,S15
107.6619453,S15
104.9378705,S15
104.1897879,S15
105.055555,S15
104.4030245,S15
104.3001718,S15
104.5320679,S15
105.4886225,S15
105.7188672,S15
106.8698907,S15
106.0090715,S15
107.0098847,S15
104.7075825,S15
106.4868121,S15
105.3800462,S15
104.1034909,S15
104.5943103,S15
106.2194769,S15
104.5081538,S15
104.5439859,S15
104.7415033,S15
105.6036396,S15
104.8041279,S15
105.7614552,S15
106.4534658,S15
107.6913535,S15
104.8874853,S15
105.4053814,S15
106.442241,S15
107.595044,S15
107.338799,S15
107.0844681,S15
108.6895014,S15
106.4551364,S15
105.3475143,S15
105.5105876,S15
104.6778629,S15
105.5917658,S15
104.7708438,S15
104.5504449,S15
104.3486835,S15
105.7401134,S15
105.9206095,S15
105.6183732,S15
107.4950888,S15
106.754886,S15
107.2476014,S15
105.421629,S15
103.4461804,S15
101.5348414,S15
102.1750221,S15
100.2657191,S15
105.3916431,S15
105.9767887,S15
107.6324669,S15
104.5502702,S15
106.413118,S15
106.1621056,S15
106.6562448,S15
105.5782843,S15
102.9549855,S15
101.71185,S15
101.2216906,S15
100.5643075,S15
100.7037896,S15
98.99925323,S15
100.9981904,S15
97.56689783,S15
96.03326774,S15
100.2887224,C3
101.5548346,C3
102.0501597,C3
101.7965858,C3
104.6841123,C3
105.2458853,C3
105.9230187,C3
106.0906087,C3
105.2757345,C3
105.3684772,C3
106.3179746,C3
106.7076104,C3
106.7186517,C3
107.254964,C3
107.3873702,C3
107.6527174,C3
107.1305548,C3
105.8643887,C3
106.8338963,C3
107.2729434,C3
108.610238,C3
107.5579064,C3
107.1829514,C3
107.174027,C3
106.767763,C3
107.670056,C3
107.7573023,C3
108.843947,C3
108.0107791,C3
108.4129179,C3
108.6284127,C3
108.3849452,C3
107.734142,C3
108.3159541,C3
109.6048405,C3
108.9413977,C3
108.569405,C3
108.5056203,C3
108.2278832,C3
108.1531088,C3
107.5803641,C3
106.7602417,C3
107.2578568,C3
107.9825939,C3
107.9665101,C3
107.8489062,C3
107.5045916,C3
107.4927239,C3
108.1349368,C3
108.2354476,C3
108.2812533,C3
108.4813502,C3
108.7359912,C3
107.1750055,C3
108.3703666,C3
107.9938064,C3
107.7970996,C3
107.9645169,C3
108.6144724,C3
106.4486854,C3
108.3661007,C3
108.8351515,C3
107.8736104,C3
108.3908572,C3
107.5918973,C3
108.736981,C3
109.033186,C3
109.2571765,C3
103.7104356,C3
104.3390035,C3
103.717073,C3
104.922472,C3
105.4993482,C3
106.1281324,C3
105.7126508,C3
105.5320953,C3
106.3699009,C3
105.9590942,C3
106.9546349,C3
107.7982419,C3
107.5943,C3
108.1321521,C3
107.1248084,C3
107.1928883,C3
107.1055672,C3
91.50599394,C6
91.52720801,C6
90.89754858,C6
93.11022934,C6
93.10982151,C6
94.36292616,C6
93.05322952,C6
92.53224135,C6
94.93944839,C6
92.73139546,C6
93.60064438,C6
93.09480091,C6
93.22274969,C6
94.02430095,C6
94.3525758,C6
92.01098778,C6
92.22859881,C6
92.52545949,C6
94.56867611,C6
95.55796503,C6
97.00642147,C6
95.84149955,C6
94.20288322,C6
94.31081024,C6
96.32154672,C6
95.07901502,C6
96.71436112,C6
95.16833648,C6
95.66946541,C6
97.20235564,C6
97.26552734,C6
94.8148291,C6
97.31065931,C6
95.16954163,C6
98.16946249,C6
98.3091819,C6
96.6578461,C6
97.98599323,C6
97.25431662,C6
95.18778621,C6
96.49739743,C6
99.31863868,C6
96.64114758,C6
96.15111817,C6
96.71586453,C6
96.75991087,C6
96.65172565,C6
98.41279534,C6
97.32194371,C6
96.51340178,C6
97.49931616,C6
96.85580347,C6
96.91938246,C6
96.00764885,C6
97.43863873,C6
97.37113206,C6
95.53532461,C6
96.06245567,C6
95.41377478,C6
96.24747927,C6
96.5720801,C6
97.12938534,C6
96.65551992,C6
97.1326678,C6
96.75643573,C6
98.15981225,C6
96.35520735,C6
97.05436972,C6
93.06578972,C6
93.58846999,C6
93.39276921,C6
91.69890046,C6
92.99270481,C6
94.34362728,C6
91.57628842,C6
94.20948732,C6
93.9918424,C6
94.05693409,C6
95.90647997,C6
95.50684476,C6
96.62470478,C6
93.98003405,C6
95.42279313,C6
93.46389772,C6
94.87682673,C6
97.22012284,S1
97.73898328,S1
98.68239867,S1
100.1149707,S1
104.3299896,S1
107.3356007,S1
108.1112407,S1
107.3470924,S1
107.8649458,S1
107.0062332,S1
107.7730457,S1
107.2378408,S1
107.7114535,S1
105.7605454,S1
107.1747897,S1
105.7438982,S1
105.008647,S1
100.9569146,S1
105.473909,S1
109.2674804,S1
108.4741021,S1
108.0075269,S1
108.4114546,S1
108.5858128,S1
108.6439752,S1
108.1831229,S1
107.5519196,S1
107.98523,S1
107.3350809,S1
107.6289991,S1
106.5331507,S1
106.3200093,S1
107.4061516,S1
107.2734957,S1
110.2060674,S1
109.0835772,S1
109.0518883,S1
107.4203502,S1
107.6253243,S1
107.7198443,S1
107.1387039,S1
106.4046568,S1
107.1564644,S1
106.3396122,S1
107.1112753,S1
106.4587134,S1
107.7272456,S1
107.4977345,S1
106.6010514,S1
106.5159024,S1
106.6080979,S1
108.7430292,S1
108.8047591,S1
108.6472471,S1
108.5926285,S1
107.8194594,S1
107.5885165,S1
108.0489519,S1
108.0923277,S1
106.6558208,S1
107.8069662,S1
106.7125519,S1
106.6657796,S1
106.791077,S1
106.8836656,S1
106.9150453,S1
106.4103869,S1
106.8463232,S1
105.4672413,S1
106.4493384,S1
105.8257348,S1
107.097097,S1
105.5391532,S1
105.6565117,S1
105.8364947,S1
105.0557318,S1
105.651208,S1
105.8371985,S1
105.6111328,S1
105.9200512,S1
105.8480523,S1
105.9526616,S1
106.6250434,S1
105.3250901,S1
104.9978656,S1
94.27757968,S17
95.413745,S17
94.73854249,S17
95.90507151,S17
100.9955971,S17
103.0783833,S17
105.1427319,S17
105.2488993,S17
104.867461,S17
104.4390091,S17
103.7079774,S17
104.2569478,S17
103.1635057,S17
104.2647901,S17
104.1199979,S17
104.9678353,S17
103.5761714,S17
99.58718672,S17
105.2898691,S17
105.2440671,S17
105.5302109,S17
106.4567324,S17
106.4429559,S17
104.7851452,S17
105.6213682,S17
104.5036504,S17
104.5064928,S17
105.4552965,S17
106.4290138,S17
103.9738371,S17
104.8356771,S17
104.3062569,S17
103.5611081,S17
104.993051,S17
106.402232,S17
106.5416056,S17
106.8439127,S17
106.0723192,S17
105.5586933,S17
106.6232842,S17
104.7293981,S17
104.8346993,S17
103.9926363,S17
104.2370955,S17
103.7288646,S17
103.3856115,S17
104.7861977,S17
103.7258115,S17
104.4506803,S17
104.677986,S17
105.011891,S17
106.1365367,S17
105.4688203,S17
105.2890489,S17
104.6238355,S17
105.6880119,S17
104.4838062,S17
104.3194555,S17
105.5443791,S17
104.240449,S17
104.8008519,S17
103.9175356,S17
103.6906342,S17
102.7395288,S17
103.9449255,S17
104.5062614,S17
102.9434418,S17
103.716743,S17
105.9053166,S17
104.4926869,S17
103.6316112,S17
103.7745379,S17
104.5604512,S17
104.3146956,S17
103.2185664,S17
103.8926466,S17
103.4845522,S17
103.0605163,S17
103.8351962,S17
103.5927247,S17
103.9023786,S17
104.2038675,S17
103.8221709,S17
104.2242904,S17
104.8502172,S17
