Date,Project,Daily Tow #,Site,Project Site Name,Station,Habitat,Lat_Start,Long_Start,TOD,Duration_min_sec,Speed_km_hr,Distance_m,Distance_km_speed_duration_calc,Depth_m,Temp_C,Sal_ppt,notes,num_men_spp,num_ops_tau,num_hyp_hen,num_car_bar,num_chl_chr,num_opi_ogl,num_chi_sch,num_anc_spp,num_gerreidae,num_ort_chr,num_hal_biv,num_tau_oni,num_lut_chr,num_lut_gri,num_lut_syn,num_lut_ana,num_mon_his,num_monacanthidae,num_cit_spi,num_par_alb,num_pom_sal,num_bai_chr,num_cyn_neb,num_lei_xan,num_sci_oce,num_cen_str,num_myc_mic,num_ser_sub,num_arc_pro,num_dip_hol,num_lag_rho,num_ste_cap,num_sph_spp,wt_sph_spp,num_syg_spp,wt_syg_spp,num_syo_foe,num_sph_mac,num_das_ame,num_teuthida,num_lip_spp,num_panopeidae,num_ach_spi,num_cal_sap,num_por_spp,num_toz_car,num_pal_spp,num_pen_azt,num_pen_spp,num_shrimp,num_aplysiidae,
20190522,Annual Trawling,1,"Back sound, NC",C7,7,creek,34º38.214,76º31.843,13:08,2,4,139,0.1333,1,25.8,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190522,Annual Trawling,2,"Back sound, NC",C7,7,creek,34º38.126,76º31.820,13:14,2,4.3,144,0.1433,1,25.9,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190522,Annual Trawling,9,"Back sound, NC",MF2,2,mudflat,34º42.470,76º35.826,14:48,2,3.7,126,0.1233,0.5,25.4,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190522,Annual Trawling,10,"Back sound, NC",MF2,2,mudflat,34º42.470,76º35.794,14:56,1.75,4,129,0.1167,0.5,25.4,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190522,Annual Trawling,7,"Back sound, NC",SG10,10,seagrass,34º40.040,76º33.756,14:18,2,3.4,115,0.1133,0.5,25.4,36,may not have fished effectively because of crab pot fouling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190522,Annual Trawling,8,"Back sound, NC",SG10,10,seagrass,34º40.063,76º33.764,14:28,2,3.5,118,0.1167,0.5,25.4,36,,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190522,Annual Trawling,5,"Back sound, NC",SG12,12,seagrass,34º39.437,76º33.160,13:53,2,3.2,108,0.1067,0.4,24.6,36,,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,182,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
20190522,Annual Trawling,6,"Back sound, NC",SG12,12,seagrass,34º39.475,76º33.226,14:01,2,3.5,118,0.1167,0.4,24.9,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,90,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190625,Annual Trawling,9,"Back sound, NC",C2,2,creek,34º41.617,76º36.906,15:25,2,4.3,147,0.1433,1,29.6,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190625,Annual Trawling,10,"Back sound, NC",C2,2,creek,34º41.591,76º36.759,15:30,2,4.3,150,0.1433,2,29.6,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190625,Annual Trawling,11,"Back sound, NC",MF1,1,mudflat,34º41.591,76º37.573,15:41,2,4.2,143,0.14,1,28.6,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190625,Annual Trawling,12,"Back sound, NC",MF1,1,mudflat,34º41.633,76º37.501,15:44,2,3.9,137,0.13,1.25,28.6,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190625,Annual Trawling,7,"Back sound, NC",SG2,2,seagrass,34º41.834,76º35.711,14:54,2,4.5,157,0.15,1,29.4,35,,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,6,0,0,5,0,7,0,0,0,0,0,0,0,9,687,0,2,12,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,
20190625,Annual Trawling,8,"Back sound, NC",SG2,2,seagrass,34º41.822,76º35.667,15:05,1.3,4.7,109,0.1018,0.75,29.4,35,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,8,243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
20190625,Annual Trawling,5,"Back sound, NC",SG4,4,seagrass,34º42.235,76º35.220,14:19,2,4,152,0.1333,1,28.9,35,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,162,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,
20190625,Annual Trawling,6,"Back sound, NC",SG4,4,seagrass,34º42.210,76º35.270,14:26,2.416666667,4.8,209,0.1933,1,28.9,35,,0,2,1,1,0,0,0,1,0,89,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,43,1065,0,10,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
20190710,sound_habitat,1,"Core Sound, NC",CB,B,creek,34º45.495,76º26.141,7:53,2,3.9,129,0.1,0.5,27.5,36,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20190710,sound_habitat,2,"Core Sound, NC",CB,B,creek,34º45.814,76º26.365,8:15,2,3.8,126,0.1,0.8,28,36,,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
20190710,sound_habitat,7,"Core Sound, NC",MA,A,mudflat,34º51.007,76º21.207,10:21,2,3.7,137,0.1,0.8,28.8,35,,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190710,sound_habitat,8,"Core Sound, NC",MA,A,mudflat,34º51.018,76º21.276,10:26,2,3.8,127,0.1,1,28.8,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190710,sound_habitat,3,"Core Sound, NC",SB,B,seagrass,34º45.495,76º26.141,7:53,2,3.9,129,0.1,0.5,27.5,36,,0,0,0,0,0,0,1,0,2,77,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,122,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190710,sound_habitat,4,"Core Sound, NC",SB,B,seagrass,34º,76º,8:15,2,3.8,126,0.1,0.8,28,36,,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,3,0,0,3,0,29,0,4,0,0,0,0,1,0,220,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190710,sound_habitat,5,"Core Sound, NC",SC,C,creek,34º44.716,76º26.974,8:54,2.55,3.8,169,0.2,0.8,28.2,36,,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,304,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
20190710,sound_habitat,6,"Core Sound, NC",SC,C,creek,34º44.683,76º27.068,9:00,2.85,3.6,113,0.2,0.5,28.2,36,patchier sample,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,10,0,0,3,0,44,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,0,0,0,0,0
20190725,Annual Trawling,7,"Back sound, NC",C8,8,creek,34º38.470,76º31.834,15:13,2,3.1,103,0.1033,0.7,28.9,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190725,Annual Trawling,8,"Back sound, NC",C8,8,creek,34º38.532,76º31.800,15:25,2,2.4,84,0.08,0.9,28.9,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190725,Annual Trawling,5,"Back sound, NC",MF7,7,mudflat,34º39.445,76º31.738,14:26,2,3.5,120,0.1167,0.6,27.3,36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190725,Annual Trawling,6,"Back sound, NC",MF7,7,mudflat,34º39.358,76º31.620,14:32,2,4.7,161,0.1567,0.6,27.3,36,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190725,Annual Trawling,1,"Back sound, NC",SG6,6,seagrass,34º40.455,76º34.325,12:03,2,3.9,134,0.13,0.8,26.8,37,,0,0,0,0,0,0,0,7,3,55,0,0,0,0,0,0,2,0,0,0,0,3,0,31,0,0,0,0,0,0,307,0,0,0,0,0,1,1,0,0,2,0,0,17,0,0,0,2,0,0,0,
20190725,Annual Trawling,2,"Back sound, NC",SG6,6,seagrass,34º40.329,76º34.280,12:14,2.5,4,177,0.1667,0.8,26.8,37,,0,0,1,0,0,1,0,3,3,31,0,0,0,0,0,0,4,0,0,0,0,1,0,75,0,0,0,0,0,0,262,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,
20190725,Annual Trawling,3,"Back sound, NC",SG9,9,seagrass,34º39.971,76º33.999,13:09,2,4,142,0.1333,0.9,26.9,36,,0,0,0,0,0,0,0,46,0,59,0,0,0,0,0,0,3,0,0,2,1,33,0,0,0,0,0,0,0,1,455,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,2,0,0,0,
20190725,Annual Trawling,4,"Back sound, NC",SG9,9,seagrass,34º39.967,76º33.973,13:17,2,3.9,131,0.13,0.7,26.9,36,sea cucumber,0,0,0,0,0,0,0,22,0,55,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,2,2,451,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,1,0,
20190808,sound_habitat,1,"Back sound, NC",C4,4,creek,34º43.201,76º36.503,13:04,2,3.1,106,0.1,1,29.8,35,trawl went backwards for a bit due to current,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190808,sound_habitat,2,"Back sound, NC",C4,4,creek,34º43.078,76º36.515,13:11,2,4.7,160,0.2,2,29.8,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190812,sound_habitat,1,"Back sound, NC",C5,5,creek,34º42.602,76º36.194,9:00,2,3.2,109,0.1,0.5,NA,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190812,sound_habitat,2,"Back sound, NC",C5,5,creek,34º42.628,76º36.07,9:12,2.08,3.2,151,0.1,0.5,NA,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190812,sound_habitat,3,"Back sound, NC",S14,14,seagrass,34º40.209,76º33.238,11:06,2.08,3.2,115,0.1,0.5,NA,33,,0,0,1,0,0,0,0,1,1,17,0,0,1,1,0,0,10,0,0,1,0,7,0,1,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0
20190812,sound_habitat,4,"Back sound, NC",S14,14,seagrass,34º40.3,76º33.283,9:12,2,2.5,95,0.1,0.5,NA,33,,0,0,0,0,0,0,0,2,0,22,0,0,0,0,1,0,6,0,0,1,0,6,0,1,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20190812,sound_habitat,5,"Back sound, NC",S15,15,seagrass,34º39.744,76º32.508,11:45,2,3.7,130,0.1,1.5,NA,NA,,0,0,0,0,0,0,0,0,6,16,0,0,0,0,1,0,10,0,0,0,1,2,0,2,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
20190812,sound_habitat,6,"Back sound, NC",S15,15,seagrass,34º39.59,76º32.487,11:57,2,3.9,132,0.1,1.5,NA,NA,,0,0,0,0,0,0,1,0,0,85,0,0,0,0,2,0,10,0,0,3,0,3,0,2,0,0,2,0,1,0,276,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
20190820,Annual Trawling,12,"Back sound, NC",C3,3,creek,34º41.767,76º36.493,13:49,2,3.5,115,0.1167,1,30.5,34,,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190820,Annual Trawling,13,"Back sound, NC",C3,3,creek,34º41.807,76º36.410,12:55,2,4,134,0.1333,1,30.5,34,,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
20190820,Annual Trawling,7,"Back sound, NC",C6,6,creek,34º39.373,76º31.450,12:09,3.75,2.8,155,0.175,0.75-1.5,29.4,34,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190820,Annual Trawling,10,"Back sound, NC",SG1,1,seagrass,34º41.466,76º37.268,13:23,2,3.3,113,0.11,1,30.4,34,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190820,Annual Trawling,11,"Back sound, NC",SG1,1,seagrass,34º41.524,76º37.401,13:31,2,3.8,129,0.1267,1,30.4,34,,0,0,0,0,0,0,2,0,24,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,67,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20190820,Annual Trawling,1,"Back sound, NC",SG17,17,seagrass,34º39.834,76º31.700,11:13,2,3.6,120,0.12,1,29.4,32,,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,
20190820,Annual Trawling,2,"Back sound, NC",SG17,17,seagrass,34º39.863,76º31.715,11:19,1.583333333,3.7,101,0.0976,1,29.4,32,,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,2,1,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
